,driver,midrace_pos,high_pos,low_pos,avg_pos,pass_dif,GF_Passes,GF_Passed,quality_passes,quality_pass_pct,fast_lap,top15_laps,top15_lap_pct,laps_led,LL_pct,total_laps,driver_rating,race_num,year,start,finish,laps,pos_dif,finishpoints,DFS,DfsRank
2613,Michael McDowell,27,6,31,27,-28,51,79,3,5.9,0,3,1.1,0,0.0,274,49.8,32,2019,6,24,274,-18,18,0.0,33
2614,David Ragan,31,2,40,31,-28,31,59,4,12.9,3,6,2.2,0,0.0,273,40.7,32,2019,2,26,273,-24,16,-6.65,35
2615,Corey LaJoie,29,10,33,28,3,51,48,11,21.6,1,13,4.8,0,0.0,272,49.9,32,2019,31,28,272,3,14,17.45,22
2616,J.J. Yeley,32,23,36,32,3,36,33,0,0.0,0,0,0.0,0,0.0,271,39.7,32,2019,36,30,271,6,12,18.0,21
2617,Daniel Suarez,8,1,24,10,-2,90,92,47,52.2,6,199,73.7,6,2.2,270,82.4,32,2019,8,32,270,-24,9,-10.8,36
2618,Garrett Smithley,36,34,38,36,1,10,9,0,0.0,0,0,0.0,0,0.0,267,32.7,32,2019,35,34,267,1,7,8.0,29
2619,Josh Bilicki,37,35,39,37,3,9,6,0,0.0,0,0,0.0,0,0.0,262,28.8,32,2019,37,36,262,1,5,6.0,30
2620,Joey Gase,38,36,40,38,0,10,10,0,0.0,0,0,0.0,0,0.0,107,25.8,32,2019,39,38,107,1,3,4.0,31
2621,Ryan Newman,40,7,40,38,-22,37,59,7,18.9,0,7,9.7,0,0.0,72,34.2,32,2019,7,40,72,-33,1,-32.0,38
2622,"Martin Truex, Jr.",1,1,3,1,2,3,1,3,100.0,142,500,100.0,464,92.8,500,149.7,33,2019,3,1,500,2,45,226.9,1
2623,Brad Keselowski,8,3,17,9,13,44,31,44,100.0,0,498,99.6,0,0.0,500,101.5,33,2019,15,3,500,12,41,53.0,7
2624,Ryan Blaney,2,2,6,3,-5,11,16,11,100.0,21,500,100.0,0,0.0,500,116.5,33,2019,6,5,500,1,39,49.45,8
2625,Kevin Harvick,16,5,22,11,7,38,31,28,73.7,3,454,90.8,0,0.0,500,91.1,33,2019,22,7,500,15,37,53.35,6
2626,Kyle Larson,13,1,18,14,3,45,42,38,84.4,2,387,77.4,6,1.2,500,81.3,33,2019,14,9,500,5,35,42.4,12
2627,David Ragan,27,11,29,24,-2,38,40,8,21.1,0,29,5.8,0,0.0,500,57.8,33,2019,17,11,500,6,32,38.0,15
2628,Bubba Wallace,21,6,26,18,28,75,47,24,32.0,6,189,37.8,0,0.0,500,72.4,33,2019,26,13,500,13,30,45.7,10
2629,"Ricky Stenhouse, Jr.",18,11,32,19,0,48,48,16,33.3,1,139,27.8,0,0.0,500,64.5,33,2019,16,15,500,1,28,29.45,16
2630,Daniel Hemric,24,15,27,22,-3,31,34,1,3.2,1,8,1.6,0,0.0,500,59.5,33,2019,18,17,500,1,26,27.45,18
2631,Ryan Preece,22,1,28,21,-3,47,50,13,27.7,0,43,8.6,0,0.0,500,55.3,33,2019,21,19,500,2,24,26.0,19
2632,Paul Menard,28,21,37,27,12,28,16,0,0.0,1,0,0.0,0,0.0,499,50.4,33,2019,28,21,499,7,21,28.45,17
2633,Michael McDowell,19,5,28,22,-25,27,52,2,7.4,1,18,3.6,0,0.0,499,51.4,33,2019,5,23,499,-18,19,1.45,31
2634,Matt Crafton,31,25,38,31,2,22,20,0,0.0,0,0,0.0,0,0.0,495,37.5,33,2019,29,25,495,4,17,21.0,22
2635,B.J. McLeod,34,27,38,33,0,12,12,0,0.0,0,0,0.0,0,0.0,494,33.5,33,2019,38,27,494,11,15,26.0,19
2636,Ross Chastain,30,29,38,32,16,31,15,0,0.0,3,0,0.0,0,0.0,494,37.1,33,2019,33,29,494,4,13,18.35,24
2637,Daniel Suarez,9,2,33,15,-13,26,39,26,100.0,4,373,76.4,0,0.0,488,71.3,33,2019,9,31,488,-22,10,-10.2,33
2638,Reed Sorenson,35,30,35,34,-9,6,15,0,0.0,0,0,0.0,0,0.0,452,33.3,33,2019,31,33,452,-2,8,6.0,29
2639,Clint Bowyer,25,2,29,15,-19,29,48,19,65.5,19,248,55.2,0,0.0,449,89.2,33,2019,7,35,449,-28,6,-13.45,34
2640,Aric Almirola,6,3,16,14,-2,24,26,24,100.0,18,362,99.7,0,0.0,363,81.6,33,2019,4,37,363,-33,4,-20.9,36
2641,William Byron,4,2,11,5,11,26,15,24,92.3,49,500,100.0,0,0.0,500,115.5,33,2019,11,2,500,9,42,73.05,2
2642,Denny Hamlin,7,1,8,5,8,18,10,18,100.0,46,500,100.0,30,6.0,500,115.1,33,2019,1,4,500,-3,40,65.2,3
2643,Kurt Busch,17,6,27,15,20,58,38,28,48.3,0,245,49.0,0,0.0,500,82.3,33,2019,25,6,500,19,38,57.0,5
2644,Joey Logano,3,2,19,6,-7,38,45,37,97.4,19,487,97.4,0,0.0,500,104.1,33,2019,10,8,500,2,36,46.55,9
2645,Ryan Newman,14,6,35,15,5,43,38,26,60.5,11,273,54.6,0,0.0,500,79.5,33,2019,35,10,500,25,34,63.95,4
2646,Chris Buescher,20,9,25,17,0,54,54,22,40.7,0,165,33.0,0,0.0,500,69.5,33,2019,20,12,500,8,31,39.0,13
2647,Kyle Busch,5,4,19,9,3,39,36,39,100.0,24,490,98.0,0,0.0,500,94.3,33,2019,13,14,500,-1,29,38.8,14
2648,Matt DiBenedetto,11,10,21,14,4,42,38,27,64.3,3,363,72.6,0,0.0,500,76.0,33,2019,12,16,500,-4,27,24.35,20
2649,Corey LaJoie,23,13,36,23,-6,25,31,3,12.0,0,9,1.8,0,0.0,500,51.8,33,2019,36,18,500,18,25,43.0,11
2650,Erik Jones,10,6,29,17,-25,28,53,19,67.9,11,256,51.3,0,0.0,499,79.0,33,2019,8,20,499,-12,23,15.95,26
2651,Austin Dillon,12,8,28,18,-13,43,56,19,44.2,2,138,27.7,0,0.0,499,62.1,33,2019,23,22,499,1,20,21.9,21
2652,Ty Dillon,29,20,30,26,2,25,23,0,0.0,0,0,0.0,0,0.0,498,49.2,33,2019,27,24,498,3,18,21.0,22
2653,Landon Cassill,32,25,34,30,-5,17,22,0,0.0,0,0,0.0,0,0.0,495,40.5,33,2019,30,26,495,4,16,20.0,23
2654,J.J. Yeley,33,25,36,32,-10,20,30,0,0.0,0,0,0.0,0,0.0,494,35.8,33,2019,32,28,494,4,14,18.0,25
2655,Alex Bowman,26,10,30,23,-11,38,49,4,10.5,5,32,6.5,0,0.0,494,55.2,33,2019,19,30,494,-11,12,3.25,30
2656,Garrett Smithley,36,32,38,35,1,4,3,0,0.0,1,0,0.0,0,0.0,487,27.5,33,2019,34,32,487,2,9,11.45,27
2657,Timmy Hill,37,34,38,37,2,4,2,0,0.0,2,0,0.0,0,0.0,450,26.6,33,2019,37,34,450,3,7,10.9,28
2658,Chase Elliott,38,2,38,28,27,39,12,12,30.8,27,139,31.2,0,0.0,445,68.9,33,2019,2,36,445,-34,5,-16.85,35
2659,Jimmie Johnson,15,11,24,21,18,42,24,17,40.5,9,155,42.9,0,0.0,361,60.7,33,2019,24,38,361,-14,3,-6.95,32
2660,Kevin Harvick,5,1,22,6,38,97,59,68,70.1,67,298,89.2,119,35.6,334,136.3,34,2019,1,1,334,0,45,104.9,1
2661,Daniel Suarez,8,1,32,7,-15,85,100,48,56.5,21,283,84.7,25,7.5,334,119.9,34,2019,7,3,334,4,41,60.7,3
2662,Alex Bowman,7,1,31,10,3,113,110,65,57.5,15,287,85.9,11,3.3,334,103.7,34,2019,5,5,334,0,39,48.5,8
2663,Kyle Busch,10,1,28,9,19,98,79,64,65.3,14,262,78.4,18,5.4,334,99.8,34,2019,12,7,334,5,37,52.8,5
2664,Kurt Busch,14,1,26,10,3,103,100,73,70.9,24,271,81.1,1,0.3,334,97.8,34,2019,4,9,334,-5,35,41.05,10
2665,Clint Bowyer,13,1,33,13,21,107,86,51,47.7,9,243,72.8,36,10.8,334,84.6,34,2019,24,11,334,13,32,58.05,4
2666,Austin Dillon,18,2,33,14,16,133,117,67,50.4,1,204,61.1,0,0.0,334,77.9,34,2019,21,13,334,8,30,38.45,12
2667,Ryan Newman,21,3,36,17,-13,110,123,35,31.8,0,143,42.9,0,0.0,333,71.7,34,2019,25,15,333,10,28,38.0,13
2668,William Byron,9,1,26,12,-6,84,90,47,56.0,5,202,60.7,8,2.4,333,86.2,34,2019,18,17,333,1,26,31.25,16
2669,Chris Buescher,15,3,34,17,-2,125,127,55,44.0,1,107,32.1,0,0.0,333,67.2,34,2019,20,19,333,1,24,25.45,21
2670,John Hunter Nemechek,24,10,36,23,-29,79,108,5,6.3,0,16,4.8,0,0.0,333,55.5,34,2019,29,21,333,8,21,29.0,17
2671,Ryan Preece,17,4,37,17,5,116,111,42,36.2,1,124,37.5,0,0.0,331,65.4,34,2019,28,23,331,5,19,24.45,23
2672,Michael McDowell,33,7,36,27,-21,35,56,10,28.6,2,38,11.6,0,0.0,329,61.0,34,2019,27,25,329,2,17,19.9,27
2673,Landon Cassill,30,20,37,28,0,29,29,0,0.0,2,0,0.0,0,0.0,328,43.1,34,2019,32,27,328,5,15,20.9,26
2674,Joe Nemechek,31,23,39,31,5,22,17,0,0.0,1,0,0.0,0,0.0,327,36.9,34,2019,38,29,327,9,13,22.45,24
2675,Ross Chastain,35,30,39,34,0,9,9,0,0.0,1,0,0.0,0,0.0,319,30.2,34,2019,35,31,319,4,10,14.45,29
2676,Quin Houff,32,19,37,32,-2,16,18,0,0.0,0,0,0.0,0,0.0,202,36.5,34,2019,37,33,202,4,8,12.0,30
2677,David Ragan,25,9,35,29,-41,54,95,8,14.8,0,15,7.9,0,0.0,189,45.7,34,2019,26,35,189,-9,6,-3.0,35
2678,Timmy Hill,36,23,40,36,-8,3,11,0,0.0,1,0,0.0,0,0.0,156,26.8,34,2019,40,37,156,3,4,7.45,32
2679,Brad Keselowski,39,5,30,35,-1,25,26,10,40.0,0,24,46.2,0,0.0,52,37.2,34,2019,8,39,52,-31,2,-29.0,38
2680,Aric Almirola,1,1,30,4,-1,86,87,53,61.6,50,315,94.3,62,18.6,334,132.2,34,2019,6,2,334,4,42,84.0,2
2681,Joey Logano,6,1,34,9,36,125,89,78,62.4,9,298,89.2,5,1.5,334,103.9,34,2019,11,4,334,7,40,52.3,6
2682,"Martin Truex, Jr.",20,2,34,13,9,103,94,47,45.6,1,206,61.7,0,0.0,334,89.1,34,2019,17,6,334,11,38,49.45,7
2683,Ryan Blaney,12,4,28,13,26,137,111,69,50.4,1,252,75.4,0,0.0,334,86.4,34,2019,15,8,334,7,36,43.45,9
2684,Erik Jones,2,1,27,7,8,100,92,67,67.0,14,313,93.7,9,2.7,334,106.9,34,2019,2,10,334,-8,34,34.55,14
2685,Kyle Larson,4,2,21,11,26,139,113,83,59.7,16,280,83.8,0,0.0,334,91.1,34,2019,13,12,334,1,31,39.2,11
2686,Matt DiBenedetto,16,2,32,14,3,112,109,52,46.4,0,219,65.6,0,0.0,334,80.3,34,2019,10,14,334,-4,29,25.0,22
2687,Daniel Hemric,23,4,31,19,-19,114,133,35,30.7,0,59,17.7,0,0.0,333,65.5,34,2019,16,16,333,0,27,27.0,19
2688,Ty Dillon,19,11,38,21,2,111,109,10,9.0,0,23,6.9,0,0.0,333,59.5,34,2019,19,18,333,1,25,26.0,20
2689,Paul Menard,11,3,32,14,10,112,102,40,35.7,1,202,60.7,0,0.0,333,71.2,34,2019,31,20,333,11,23,34.45,15
2690,Parker Kligerman,26,13,30,24,-27,57,84,4,7.0,0,12,3.6,0,0.0,332,51.0,34,2019,30,22,332,8,20,28.0,18
2691,Bubba Wallace,22,9,32,22,-11,78,89,15,19.2,1,34,10.3,0,0.0,331,56.9,34,2019,22,24,331,-2,18,16.45,28
2692,J.J. Yeley,27,14,35,26,-30,41,71,2,4.9,1,1,0.3,0,0.0,329,46.7,34,2019,34,26,329,8,16,24.45,23
2693,Denny Hamlin,29,3,35,24,5,38,33,23,60.5,3,78,23.8,0,0.0,328,74.4,34,2019,3,28,328,-25,14,-9.65,37
2694,Josh Bilicki,34,21,39,32,-5,9,14,0,0.0,0,0,0.0,0,0.0,323,36.0,34,2019,39,30,323,9,12,21.0,25
2695,Chase Elliott,37,12,40,35,6,14,8,8,57.1,0,8,2.6,0,0.0,312,32.7,34,2019,14,32,312,-18,9,-9.0,36
2696,Jimmie Johnson,3,1,29,20,12,87,75,32,36.8,11,142,71.4,40,20.1,199,91.0,34,2019,23,34,199,-11,7,10.95,31
2697,Garrett Smithley,28,19,38,32,-16,26,42,0,0.0,1,0,0.0,0,0.0,188,39.8,34,2019,36,36,188,0,5,5.45,33
2698,Corey LaJoie,38,30,38,37,0,7,7,0,0.0,3,0,0.0,0,0.0,67,30.2,34,2019,33,38,67,-5,3,-0.65,34
2699,"Ricky Stenhouse, Jr.",40,4,20,35,-1,18,19,18,100.0,1,51,98.1,0,0.0,52,43.3,34,2019,9,40,52,-31,1,-29.55,39
2700,Denny Hamlin,2,1,5,2,3,17,14,17,100.0,99,311,99.7,142,45.5,312,147.3,35,2019,3,1,312,2,45,127.05,1
2701,Ryan Blaney,6,1,16,5,7,41,34,26,63.4,12,309,99.0,0,0.0,312,110.4,35,2019,10,3,312,7,41,53.4,5
2702,Kevin Harvick,8,4,17,7,6,42,36,32,76.2,9,308,98.7,0,0.0,312,102.2,35,2019,7,5,312,2,39,45.05,6
2703,Erik Jones,19,5,19,11,0,46,46,33,71.7,3,249,79.8,0,0.0,312,89.5,35,2019,9,7,312,2,37,40.35,8
2704,Joey Logano,1,1,16,5,-5,33,38,21,63.6,27,308,98.7,93,29.8,312,112.2,35,2019,2,9,312,-7,35,63.4,3
2705,Kurt Busch,9,1,22,12,-1,54,55,32,59.3,0,230,73.7,4,1.3,312,87.3,35,2019,8,11,312,-3,32,30.0,16
2706,Matt DiBenedetto,21,4,22,15,5,59,54,35,59.3,3,250,80.1,0,0.0,312,80.4,35,2019,16,13,312,3,30,34.35,12
2707,Daniel Suarez,14,7,26,15,6,65,59,29,44.6,10,143,45.8,0,0.0,312,76.6,35,2019,15,15,312,0,28,32.5,13
2708,William Byron,11,2,25,14,-3,41,44,20,48.8,2,222,71.4,0,0.0,311,80.5,35,2019,18,17,311,1,26,27.9,20
2709,"Ricky Stenhouse, Jr.",25,3,32,22,11,53,42,8,15.1,0,11,3.5,0,0.0,311,66.5,35,2019,24,19,311,5,24,29.0,17
2710,Daniel Hemric,17,4,29,20,2,60,58,9,15.0,3,16,5.1,0,0.0,311,60.9,35,2019,27,21,311,6,21,28.35,18
2711,Alex Bowman,26,14,27,22,-4,31,35,3,9.7,0,11,3.5,0,0.0,310,60.2,35,2019,14,23,310,-9,19,10.0,27
2712,Bubba Wallace,29,23,30,28,-4,12,16,0,0.0,0,0,0.0,0,0.0,308,48.2,35,2019,23,25,308,-2,17,15.0,24
2713,John Hunter Nemechek,28,22,31,25,-7,34,41,0,0.0,0,0,0.0,0,0.0,307,49.8,35,2019,26,27,307,-1,15,14.0,25
2714,J.J. Yeley,32,29,39,31,6,14,8,0,0.0,0,0,0.0,0,0.0,306,39.5,35,2019,39,29,306,10,13,23.0,21
2715,Garrett Smithley,35,30,37,34,2,12,10,0,0.0,0,0,0.0,0,0.0,304,33.0,35,2019,35,31,304,4,10,14.0,25
2716,Landon Cassill,33,32,36,34,2,14,12,0,0.0,0,0,0.0,0,0.0,303,33.3,35,2019,33,33,303,0,8,8.0,30
2717,Corey LaJoie,31,28,35,32,-2,13,15,0,0.0,0,0,0.0,0,0.0,294,38.0,35,2019,31,35,294,-4,6,2.0,34
2718,Reed Sorenson,39,35,39,38,2,5,3,0,0.0,1,0,0.0,0,0.0,226,24.9,35,2019,37,37,226,0,4,4.45,31
2719,Chase Elliott,4,1,8,20,1,15,14,15,100.0,4,165,100.0,0,0.0,165,91.3,35,2019,6,39,165,-33,2,-29.2,36
2720,Kyle Busch,3,1,13,3,4,30,26,19,63.3,43,311,99.7,69,22.1,312,126.5,35,2019,1,2,312,-1,42,77.6,2
2721,Kyle Larson,7,2,13,6,5,44,39,31,70.5,1,311,99.7,0,0.0,312,102.7,35,2019,5,4,312,1,40,41.45,7
2722,"Martin Truex, Jr.",5,3,16,6,-3,37,40,29,78.4,44,311,99.7,0,0.0,312,110.3,35,2019,4,6,312,-2,38,55.8,4
2723,Clint Bowyer,12,4,15,10,2,37,35,28,75.7,1,311,99.7,0,0.0,312,95.6,35,2019,13,8,312,5,36,41.45,7
2724,Brad Keselowski,10,1,19,10,6,52,46,29,55.8,4,296,94.9,3,1.0,312,90.6,35,2019,12,10,312,2,34,38.55,9
2725,Paul Menard,16,11,21,17,-2,60,62,18,30.0,0,133,42.6,0,0.0,312,73.8,35,2019,19,12,312,7,31,38.0,10
2726,Jimmie Johnson,15,3,22,16,-2,55,57,31,56.4,0,106,34.0,0,0.0,312,75.3,35,2019,22,14,312,8,29,37.0,11
2727,Chris Buescher,18,10,25,20,-1,49,50,7,14.3,0,5,1.6,0,0.0,311,66.0,35,2019,17,16,311,1,27,28.0,19
2728,Ryan Newman,13,11,25,16,-6,51,57,16,31.4,7,150,48.2,0,0.0,311,73.4,35,2019,20,18,311,2,25,30.15,15
2729,Ty Dillon,22,8,29,22,4,53,49,5,9.4,1,7,2.3,0,0.0,311,59.1,35,2019,29,20,311,9,23,32.45,14
2730,Aric Almirola,20,8,22,15,-9,49,58,13,26.5,0,191,61.6,0,0.0,310,72.8,35,2019,11,22,310,-11,20,9.0,29
2731,Austin Dillon,24,20,30,25,-4,41,45,0,0.0,0,0,0.0,0,0.0,309,53.7,35,2019,28,24,309,4,18,22.0,22
2732,Ryan Preece,23,21,31,25,-5,38,43,0,0.0,0,0,0.0,0,0.0,307,51.3,35,2019,25,26,307,-1,16,15.0,24
2733,Ross Chastain,30,26,34,30,4,15,11,0,0.0,0,0,0.0,0,0.0,307,40.2,35,2019,32,28,307,4,14,18.0,23
2734,Michael McDowell,36,21,36,30,-9,24,33,0,0.0,2,0,0.0,0,0.0,306,44.3,35,2019,21,30,306,-9,12,3.9,32
2735,Bayley Currey,34,31,36,33,5,18,13,0,0.0,0,0,0.0,0,0.0,304,34.2,35,2019,34,32,304,2,9,11.0,26
2736,Joe Nemechek,37,34,38,36,1,6,5,0,0.0,1,0,0.0,0,0.0,296,29.1,35,2019,36,34,296,2,7,9.45,28
2737,David Ragan,27,22,37,30,-9,13,22,0,0.0,2,0,0.0,0,0.0,261,43.0,35,2019,30,36,261,-6,5,-0.1,35
2738,Joey Gase,38,36,39,38,-3,2,5,0,0.0,0,0,0.0,0,0.0,170,24.7,35,2019,38,38,170,0,3,3.0,33
2739,Kyle Busch,1,1,12,2,2,47,45,36,76.6,30,267,100.0,120,44.9,267,138.7,36,2019,4,1,267,3,45,91.5,2
2740,Erik Jones,9,3,36,10,8,118,110,59,50.0,6,221,82.8,0,0.0,267,99.4,36,2019,16,3,267,13,41,56.7,4
2741,Joey Logano,11,3,25,8,-2,89,91,57,64.0,1,265,99.3,0,0.0,267,98.2,36,2019,5,5,267,0,39,39.45,9
2742,Ryan Newman,15,7,28,14,9,109,100,37,33.9,2,218,81.6,0,0.0,267,88.0,36,2019,15,7,267,8,37,45.9,6
2743,Alex Bowman,18,9,30,16,4,116,112,32,27.6,0,118,44.2,0,0.0,267,84.0,36,2019,12,9,267,3,35,38.0,10
2744,Ryan Blaney,7,3,21,8,-4,93,97,54,58.1,19,245,92.1,0,0.0,266,101.5,36,2019,7,11,266,-4,32,36.55,11
2745,Jimmie Johnson,4,3,19,9,6,102,96,63,61.8,2,264,99.2,0,0.0,266,90.1,36,2019,18,13,266,5,30,35.9,12
2746,Chase Elliott,16,6,27,16,0,129,129,36,27.9,7,78,29.3,0,0.0,266,81.8,36,2019,11,15,266,-4,28,27.15,19
2747,Paul Menard,20,13,36,20,-5,107,112,16,15.0,1,29,10.9,0,0.0,266,65.2,36,2019,19,17,266,2,26,28.45,18
2748,"Ricky Stenhouse, Jr.",23,1,30,22,5,112,107,11,9.8,5,9,3.4,1,0.4,265,64.3,36,2019,23,19,265,4,24,30.5,16
2749,Kurt Busch,22,3,34,18,-1,115,116,26,22.6,0,77,29.1,0,0.0,265,69.5,36,2019,13,21,265,-8,21,13.0,30
2750,John Hunter Nemechek,27,4,35,27,-3,76,79,7,9.2,7,10,3.8,0,0.0,264,50.2,36,2019,30,23,264,7,19,29.15,17
2751,Ryan Preece,33,2,33,27,0,86,86,6,7.0,3,4,1.5,0,0.0,263,53.7,36,2019,26,25,263,1,17,19.35,24
2752,David Ragan,28,3,34,28,3,82,79,6,7.3,8,12,4.6,0,0.0,263,52.1,36,2019,31,27,263,4,15,22.6,22
2753,Drew Herring,32,12,38,32,9,73,64,3,4.1,0,0,0.0,0,0.0,262,40.3,36,2019,37,29,262,8,13,21.0,23
2754,Corey LaJoie,30,20,38,32,5,52,47,0,0.0,2,0,0.0,0,0.0,261,41.5,36,2019,29,31,261,-2,10,8.9,32
2755,Timmy Hill,39,33,40,39,4,12,8,0,0.0,0,0,0.0,0,0.0,248,28.0,36,2019,40,33,248,7,8,15.0,29
2756,Ross Chastain,40,11,40,37,0,48,48,5,10.4,1,1,0.4,0,0.0,242,34.9,36,2019,36,35,242,1,6,7.45,33
2757,Reed Sorenson,37,30,38,37,-1,33,34,0,0.0,0,0,0.0,0,0.0,236,27.3,36,2019,35,37,236,-2,4,2.0,35
2758,William Byron,10,8,22,16,-19,114,133,67,58.8,1,200,93.0,0,0.0,215,72.6,36,2019,9,39,215,-30,2,-27.55,39
2759,"Martin Truex, Jr.",13,1,13,3,1,68,67,47,69.1,61,267,100.0,103,38.6,267,130.6,36,2019,3,2,267,1,42,96.2,1
2760,Kevin Harvick,3,1,17,4,1,76,75,60,78.9,37,265,99.3,41,15.4,267,117.3,36,2019,2,4,267,-2,40,64.9,3
2761,Clint Bowyer,8,4,19,8,6,103,97,74,71.8,4,266,99.6,0,0.0,267,99.8,36,2019,10,6,267,4,38,43.8,8
2762,Austin Dillon,6,4,27,10,14,113,99,63,55.8,2,259,97.0,0,0.0,267,93.3,36,2019,22,8,267,14,36,50.9,5
2763,Denny Hamlin,5,1,19,6,-15,91,106,53,58.2,17,249,93.3,2,0.7,267,107.3,36,2019,1,10,267,-9,34,33.15,13
2764,Daniel Hemric,12,2,28,14,11,116,105,53,45.7,0,192,72.2,0,0.0,266,80.3,36,2019,25,12,266,13,31,44.0,7
2765,Daniel Suarez,14,3,32,16,5,130,125,23,17.7,2,115,43.2,0,0.0,266,75.3,36,2019,17,14,266,3,29,32.9,14
2766,Chris Buescher,19,4,32,19,0,125,125,22,17.6,1,29,10.9,0,0.0,266,67.1,36,2019,20,16,266,4,27,31.45,15
2767,Brad Keselowski,17,5,34,17,-16,108,124,29,26.9,1,92,34.7,0,0.0,265,69.6,36,2019,8,18,265,-10,25,15.45,28
2768,Matt DiBenedetto,24,10,33,22,4,103,99,8,7.8,0,7,2.6,0,0.0,265,60.7,36,2019,21,20,265,1,23,24.0,20
2769,Aric Almirola,21,10,31,20,-8,93,101,14,15.1,0,36,13.6,0,0.0,264,66.2,36,2019,14,22,264,-8,20,12.0,31
2770,Ty Dillon,29,20,38,28,0,58,58,0,0.0,0,0,0.0,0,0.0,263,49.2,36,2019,24,24,263,0,18,18.0,26
2771,Michael McDowell,25,6,36,25,-2,93,95,3,3.2,11,2,0.8,0,0.0,263,53.1,36,2019,28,26,263,2,16,22.95,21
2772,Landon Cassill,31,7,36,31,9,83,74,4,4.8,0,0,0.0,0,0.0,262,41.3,36,2019,33,28,262,5,14,19.0,25
2773,J.J. Yeley,34,9,35,32,3,62,59,5,8.1,0,1,0.4,0,0.0,262,40.8,36,2019,34,30,262,4,12,16.0,27
2774,B.J. McLeod,35,27,40,35,12,53,41,0,0.0,0,0,0.0,0,0.0,256,33.2,36,2019,39,32,256,7,9,16.0,27
2775,Bubba Wallace,26,13,40,29,-6,74,80,1,1.4,0,0,0.0,0,0.0,243,46.7,36,2019,27,34,243,-7,7,0.0,36
2776,Josh Bilicki,38,33,40,38,1,18,17,0,0.0,0,0,0.0,0,0.0,240,26.2,36,2019,38,36,240,2,5,7.0,34
2777,Joe Nemechek,36,31,39,36,-11,36,47,0,0.0,0,0,0.0,0,0.0,227,29.3,36,2019,32,38,227,-6,3,-3.0,37
2778,Kyle Larson,2,2,19,11,-29,51,80,31,60.8,20,207,99.0,0,0.0,209,96.8,36,2019,6,40,209,-34,1,-24.0,38
2779,Denny Hamlin,1,1,40,13,1,125,124,84,67.2,8,140,67.0,79,37.8,209,101.6,1,2020,21,1,209,20,45,88.35,1
2780,Chris Buescher,15,1,39,13,26,290,264,202,69.7,3,157,75.1,0,0.0,209,90.3,1,2020,19,3,209,16,41,58.35,7
2781,Kevin Harvick,32,1,38,20,-13,134,147,78,58.2,2,97,46.4,0,0.0,209,68.0,1,2020,10,5,209,5,39,44.9,12
2782,Brendan Gaughan,28,3,40,29,19,103,84,17,16.5,4,16,7.7,0,0.0,209,52.9,1,2020,39,7,209,32,37,70.8,2
2783,Ryan Newman,19,1,31,13,8,199,191,96,48.2,7,118,56.5,15,7.2,209,82.2,1,2020,7,9,209,-2,35,39.9,14
2784,John Hunter Nemechek,26,1,40,23,-21,140,161,18,12.9,7,22,10.5,0,0.0,209,69.1,1,2020,23,11,209,12,32,47.15,9
2785,Justin Haley,29,1,40,26,13,133,120,11,8.3,7,14,6.7,0,0.0,209,60.6,1,2020,33,13,209,20,30,53.15,8
2786,Bubba Wallace,22,2,40,26,-31,114,145,30,26.3,9,22,10.5,0,0.0,209,63.3,1,2020,11,15,209,-4,28,28.05,18
2787,Chase Elliott,5,1,34,11,39,269,230,181,67.3,6,152,72.7,23,11.0,209,95.5,1,2020,25,17,209,8,26,42.45,13
2788,Matt DiBenedetto,13,1,30,16,12,248,236,166,66.9,7,131,62.7,0,0.0,207,77.9,1,2020,16,19,207,-3,24,24.15,19
2789,Christopher Bell,10,1,40,19,-1,228,229,173,75.9,4,113,54.1,0,0.0,205,68.4,1,2020,17,21,205,-4,21,18.8,23
2790,Joey Gase,37,1,40,34,-45,58,103,2,3.5,0,3,1.4,0,0.0,203,34.3,1,2020,37,23,203,14,19,33.0,17
2791,Ross Chastain,6,1,34,15,7,204,197,119,58.3,4,103,49.3,0,0.0,201,73.3,1,2020,20,25,201,-5,17,13.8,25
2792,Timmy Hill,36,1,40,26,48,175,127,24,13.7,4,29,13.9,0,0.0,200,50.1,1,2020,32,27,200,5,15,21.8,21
2793,Ryan Preece,20,2,38,21,-4,186,190,87,46.8,4,48,23.0,0,0.0,198,56.8,1,2020,31,29,198,2,13,16.8,24
2794,Reed Sorenson,34,3,40,30,18,113,95,3,2.7,4,8,3.8,0,0.0,192,42.9,1,2020,40,31,192,9,10,20.8,22
2795,Kurt Busch,16,1,38,17,14,259,245,182,70.3,6,97,46.4,0,0.0,184,77.0,1,2020,18,33,184,-15,8,-4.3,36
2796,Jimmie Johnson,8,1,39,13,41,276,235,198,71.7,4,150,71.8,3,1.6,184,94.3,1,2020,6,35,184,-29,6,-20.45,38
2797,Cole Custer,25,1,35,24,-61,99,160,56,56.6,1,42,20.1,0,0.0,174,60.9,1,2020,12,37,174,-25,4,-20.55,39
2798,Quin Houff,39,2,40,33,-27,60,87,12,20.0,0,8,3.8,0,0.0,89,33.2,1,2020,35,39,89,-4,2,-2.0,33
2799,Ryan Blaney,9,1,38,12,13,279,266,202,72.4,3,158,75.6,4,1.9,209,89.2,1,2020,27,2,209,25,42,69.35,3
2800,David Ragan,21,1,40,19,10,175,165,31,17.7,7,45,21.5,0,0.0,209,83.7,1,2020,30,4,209,26,40,69.15,4
